ra,dec,ebv_sfd
48.04562246119228,-8.004177443818495,0.0584
48.03975715149104,-0.2572936380621567,0.0709
47.928329797929734,8.246365236999965,0.4211
47.96145775189975,15.953734859788046,0.1466
48.046624524706026,23.911414401683853,0.1745
49.50788538355162,28.787391607570864,0.6913
56.06173405950087,-85.79866313300654,0.0988
56.073194821210755,-77.86872772756658,0.0822
56.01422432907277,-71.91539992590792,0.053
56.00874351257416,-63.744083071198176,0.0381
55.95421158910734,-55.91515024816028,0.033
55.36918099323604,-47.44772993469455,0.0069
55.90298190302627,-39.81505443454172,0.0153
56.22248351110317,-32.167161822518224,0.0079
56.09437651952344,-23.456241756767895,0.0163
56.08849787294808,-15.955729595572732,0.0567
55.986474237436525,-8.060654616535592,0.0604
55.871836386543585,-0.2868525033493945,0.0781
56.06303153880836,7.941408246570916,0.2419
55.9481514131706,15.989087055668293,0.3853
55.97621425116741,24.077456436874197,0.4519
56.665553485439446,29.503407576465477,0.2488
63.78250285839034,-86.44790563410572,0.1025
62.85425359566025,-78.75983911829923,0.0968
64.05089766027864,-71.44475983461446,0.1097
64.06930862628406,-63.76702229794463,0.0301
64.02677264006019,-55.912611229231594,0.0123
64.59596659792439,-47.81168133801257,0.014
64.06021990879817,-39.88333373713059,0.0173
63.966539823819225,-31.917305347875068,0.0338
63.96325340260269,-23.848385019348044,0.0458
63.93413004450389,-15.924469195771152,0.0428
63.89683249245706,-8.0740924140454,0.072
64.13988866946401,-0.36978353867950486,0.1026
64.12238119522571,8.178677275849552,0.4361
64.24178457236479,15.847403629057293,0.5621
63.99710083904587,24.087724268120795,0.3546
64.0977819357701,30.119988288466796,0.4601
71.84469479517642,-85.7877044934354,0.1385
72.0600913122522,-78.84371260022105,0.1584
71.99729177733091,-71.62175152410207,0.1462
71.98095393760231,-63.84137331779739,0.0306
72.05507751491946,-55.835645623411054,0.0088
72.05645660080094,-47.94232414495661,0.0087
72.03825612307747,-39.8799099995798,0.0281
71.96783350935777,-31.887146855731032,0.0202
71.97063948101618,-23.987295985597495,0.0342
71.95632367423944,-15.969263950410015,0.0626
71.97273642171794,-7.978562697525135,0.0603
71.96281762370658,-0.03289710515910358,0.0654
72.0602831792712,8.325436232498323,0.1502
72.05288893360805,15.81552724969372,0.4531
72.0420886622297,23.88775120526348,0.7917
71.93666269158379,30.317605348804175,1.0565
79.66213155906294,-85.82886190015485,0.1764
79.96081138481904,-78.27337771249633,0.1758
79.97732384348264,-71.80153473413753,0.1179
80.00109610026287,-63.81767202677254,0.0466
80.06346202926944,-55.89009769855174,0.0283
80.00357496515888,-47.9197693797831,0.0252
80.03837348476355,-39.88070407655201,0.0346
80.00355503966678,-32.00149497407684,0.0217
80.0018948278208,-23.9767299521728,0.0257
79.9807771855163,-15.961444881700338,0.0775
80.00528780533756,-7.961635517066015,0.1586
79.6544288559027,-0.2519652877512062,0.1093
79.97706624580043,7.96453660087359,0.8182
79.7765174077377,15.875163741773797,0.4196
80.02324392999701,24.047554460829286,1.0329
80.056708297971,31.088219577631115,0.7273
88.3063202806178,-86.21130667844339,0.1349
87.77473565291335,-78.37281090624634,0.1798
87.93850852408293,-71.67471314717358,0.1066
88.03843028685623,-63.74671155333456,0.0439
88.01793943987693,-55.84846894655114,0.102
88.0337007331868,-47.87471512759684,0.0897
87.97828523071625,-39.85465347718407,0.0619
88.065558955919,-31.99713101920969,0.0365
87.99912459454751,-23.932638677505498,0.0372
87.80536890124382,-16.19465611659333,0.0872
87.0322302954322,-7.805529747594354,0.8928
87.9166407250179,-0.20679946321462572,0.7753
88.18178410054846,7.769674921911878,0.4433
88.00312166737797,15.893427826993008,0.2752
87.95492636766633,23.94375266539394,1.2532
88.05072849735573,31.055697167666704,0.4685
96.14130569207416,-85.88859570120988,0.1776
96.08976916330877,-79.34492970041383,0.1993
95.68392061887202,-71.28287597250078,0.0883
96.0468430407954,-63.78490564534947,0.0489
96.09224031575427,-55.95481463864756,0.099
96.12754200419681,-47.94808732711971,0.0648
95.9817157353071,-39.895670022547336,0.0933
96.03629557687856,-31.91296823128272,0.0466
96.02752970960039,-23.96687700978227,0.0544
95.56345856548606,-16.849839936952634,0.2142
96.06096885972005,-7.940733258828,0.6322
96.08024088524465,0.017205233927710225,0.5849
96.79555188844903,8.219479788035889,0.6259
96.3476901856485,15.581292847076199,0.7736
95.98286808470698,23.96461146734455,0.655
96.01590497402157,31.09458072441341,0.303
105.10562154331376,-86.41821702489617,0.1728
104.05667573652032,-79.62814661595756,0.3539
103.98199775926005,-70.01942673673838,0.1133
104.0562831700199,-63.68715320418616,0.0884
103.99697884572171,-55.83973073164632,0.0756
104.04197040135473,-47.902774065791036,0.0791
103.96262133975316,-39.90679968214772,0.1148
104.07007009781229,-32.003199345336,0.1322
103.29805773532685,-24.746441120169322,0.234
103.78985258084765,-15.860384952526253,0.5744
103.96506853437394,-7.849620924659249,1.0047
104.19563980733601,0.39658767609609025,0.746
104.26099024629768,8.361172594939017,0.1545
104.28366076280255,14.749942166726854,0.0828
104.00495125743446,24.05785498016838,0.0932
103.82415333365253,30.78308339066908,0.0924
112.45113480123894,-85.55578087778274,0.1525
111.5793758960093,-79.66568945401181,0.2944
111.84755276856234,-70.0606022238276,0.1728
112.03829774645845,-63.677235057282886,0.1711
112.06953540323263,-55.880286907645406,0.1378
111.78084400922369,-48.0067086335745,0.4009
111.17399852744863,-40.169980045285264,0.3038
111.13298423482289,-32.12879219734361,0.19
112.04986532521788,-23.924317395380726,1.2977
112.35131277681846,-15.728651900377796,0.9462
112.91264878750818,-7.612305531323504,0.2092
112.10583157762052,0.13516205607362786,0.1273
112.01271929054597,7.953175412319608,0.0422
111.91357944514199,14.673561785607417,0.0712
112.05753767773079,23.89246249079534,0.0638
111.99498813466039,30.312154562548717,0.0755
120.52457113158994,-86.30392056903753,0.1395
119.93847987619512,-79.66848693952112,0.2856
119.86754428812128,-70.19607822320594,0.1452
119.88140171162605,-63.75604547708288,0.1662
118.96413780527229,-56.82036629933977,0.3296
119.87060366959919,-47.90350058113925,0.2352
119.8924316830899,-40.06667605866827,0.8579
119.88145170221205,-32.14806454381506,1.0627
121.17712228763682,-23.499110486354475,0.294
120.2314664346697,-15.805205414744114,0.0912
119.980604617973,-8.007209474703266,0.145
119.97600783546916,0.029690107013835683,0.0361
119.94064859814281,7.995596853767656,0.0202
119.98455737865066,14.693110576981578,0.027
120.03539936325113,23.84455214105051,0.0479
119.89501184504999,29.69804992096521,0.0526
127.95046095491044,-86.24519662829469,0.2155
128.1159284198219,-79.05261679015688,0.0776
127.83900508304029,-70.0490121992535,0.121
127.81049838256511,-64.2237304285683,0.1646
127.91165209369296,-55.907251543932524,0.2561
127.97598163195704,-47.83626474055994,0.5579
127.87567718241976,-40.01346703058395,1.9617
128.21344970633055,-31.01378785393775,0.186
127.9478114007818,-23.98411216221105,0.1064
128.01095691188556,-15.952256820579448,0.0512
127.98557309413079,-8.01010906999783,0.0395
127.99311157748772,0.0020593022491405357,0.0428
127.95203482474028,8.011324511291653,0.0329
127.95938526114854,14.679716213769401,0.0437
127.96325663384812,24.010281375556403,0.0348
127.70165739518066,28.92502121004268,0.0302
135.8024020550714,-86.11824896614942,0.2018
135.70909549476258,-79.44694515045185,0.1597
135.88570274078316,-70.00463460595415,0.0979
135.64007063529138,-64.67938030525694,0.2121
136.08014200932078,-55.9605791927294,0.3482
136.0473892536725,-47.55260574420177,2.2571
136.000544025469,-40.252382399984306,0.7316
136.35760352342433,-30.97897746884334,0.2074
136.0190375657717,-23.936226279410636,0.2204
136.06140974607226,-15.909840933911623,0.0803
136.04235366777,-8.08989259838513,0.0509
135.9709310814931,0.05074875199957013,0.0383
135.98276577402845,8.043693100356425,0.0523
136.0173181898275,14.74379766645186,0.0594
135.8121132903064,23.771471554909542,0.027
133.45148119851007,28.368039691780435,0.0353
144.50999092403828,-86.30227415556215,0.325
143.7428429205454,-79.64329537846062,0.1954
143.94957352853018,-70.00193634142694,0.1663
144.14315680409157,-64.31764818521471,0.2693
144.96940807420282,-55.82514543401926,1.7038
143.9970840229386,-47.81927134664876,0.7167
144.44781250554993,-39.03006190195248,0.2581
143.97515809575935,-31.927572328159044,0.1149
143.9670647700738,-23.91285011810233,0.0594
143.87514143253316,-15.9222806028178,0.0522
143.92759570487596,-8.0995693806557,0.0428
143.96432954294977,0.019815181982787693,0.0368
143.96468424413098,7.980678194564491,0.0366
144.05971378874327,14.744621333786407,0.0377
143.8306028251882,22.708050831205295,0.027
152.60657769908997,-85.9645126911717,0.1906
151.84587788659243,-79.09771472773102,0.1864
151.5797541473997,-70.97323471194402,0.1392
151.8389776268328,-62.954728323233205,0.2619
152.00830109281557,-55.91579350895274,3.8751
152.5455473696533,-48.00653974782374,0.1953
152.2088027144642,-39.845756082689824,0.1443
151.99999048353237,-31.840064987765903,0.0982
152.06255864271478,-23.928782853012283,0.0683
152.008854312999,-15.947391030926328,0.0604
152.02356360483273,-7.9725690457177825,0.0384
152.40100526208735,-0.5212793928107284,0.0349
152.07772102798717,8.09624988260661,0.0276
152.04940349111112,14.913597779328564,0.0418
152.02159874649553,21.310159253282603,0.0272
161.22470369567372,-86.27263498950849,0.1964
159.9343369227487,-78.95043313801281,0.2226
159.67718412694876,-71.6782231149414,0.1487
160.20836837324399,-63.029775847317694,0.6649
160.02458929266706,-55.871838483455804,1.3954
160.06424429102663,-47.571494644408276,0.2001
159.94871164000585,-39.85559788897333,0.0868
160.08726788597806,-31.96435289809473,0.0745
160.02113525359812,-23.969790177255888,0.0685
159.9776172129833,-16.042242024976336,0.0628
160.0064183103032,-8.010659263103829,0.041
159.9941959018489,0.062086167285219214,0.055
160.052520221771,8.101329425813773,0.029
159.95454023849538,14.674349195112448,0.034
157.59844166388555,20.66897361644698,0.0212
167.7665225740288,-86.4365298049065,0.2845
168.0366592112345,-79.292194464169,0.3101
167.94569146924195,-71.68577031980095,0.239
168.12959182293272,-63.52006136906562,1.6222
167.59594395511652,-56.43110800926862,0.5058
168.19977025931763,-47.57126478183913,0.1212
168.00970571683445,-39.9071907889935,0.1235
167.99884401896657,-31.9224524271991,0.112
168.01474367332352,-24.013503996393812,0.0959
168.0829264476308,-15.961387654475866,0.0899
168.0907538142325,-7.969911667320313,0.0357
167.97421843690776,-0.00618376909416013,0.0377
168.01014081462088,8.012462177871178,0.0303
167.7733162278959,14.06976446859873,0.0187
176.26519631244724,-85.95246519218072,0.1176
176.40486911311672,-79.11871131565938,0.4253
176.12113676193044,-72.00066783951398,0.2794
176.01263882393053,-63.738017472081594,2.5698
175.98825085918432,-56.24515883894021,0.3777
176.05082113936788,-47.829388703189814,0.1212
176.02200308826215,-39.84704567466455,0.1219
175.99689409604466,-31.97628438378168,0.0723
176.01834382013186,-23.95843578314189,0.0668
175.98791172511895,-15.958108938576775,0.0368
175.98084842021532,-7.999353910127984,0.0739
175.94701300355885,-0.0716313160768037,0.0227
176.00522285978673,8.015000148340114,0.0204
176.4646231047836,14.448994585090842,0.0487
179.95979155891843,20.20287506083547,0.027
183.5482868382323,-85.7867943234671,0.1157
184.0872022784699,-79.59603697254464,0.3961
184.25361600885782,-70.72102886474552,0.3393
184.04621103696928,-63.92662236278993,1.819
184.12713109765983,-54.90934582601955,0.2767
184.0314201049947,-47.942085558421,0.093
184.00945394393793,-39.90939828846116,0.0875
184.02080259257332,-31.956598534233045,0.0671
184.03928738147266,-23.997806048516598,0.0947
183.97147922315565,-16.0130433927715,0.0407
183.94459802923305,-7.936022060707353,0.0356
183.98863775058717,-0.05158046073407688,0.0197
184.02686852315094,7.979394604764973,0.0222
183.9799673237,16.04164745832611,0.0291
185.10261541215064,20.88507267491854,0.026
192.47558969992292,-86.94854513933407,0.1268
191.50227767183816,-78.96150019307647,0.5639
191.8575757056675,-70.64124724415338,0.3079
192.01602764624877,-63.77071483142308,5.2783
191.47825469012216,-55.316252432149795,0.4351
192.09511744368635,-47.8464514775978,0.1266
191.95400870321123,-39.89843707532078,0.107
191.9938582537034,-31.93796079274255,0.0726
192.03433404411484,-23.99047587559551,0.087
192.00899896900629,-16.000041389365418,0.0542
192.00712976799338,-8.006340826116626,0.0308
192.0119034037254,-0.01896193445175208,0.0231
191.98841836483757,7.95733287224667,0.0251
191.6081021525531,15.563284343134942,0.0259
189.23645527515262,20.97508298249097,0.0323
198.95753851237538,-85.60577455302004,0.11
199.88014630226695,-78.85576784477796,0.1973
199.86166286033594,-71.46182420800447,0.2372
199.97347102238984,-63.982078247438544,2.2752
200.19680217401051,-55.79690126928164,0.9434
199.97483573630907,-47.6608208643146,0.1397
200.00752196236033,-39.95635643579945,0.1016
200.0618536849473,-31.92897177624805,0.0604
200.04904784436752,-24.011527242918106,0.1031
200.00253051892412,-15.943515596988865,0.073
200.03577389344213,-7.971130338103919,0.0394
200.03475217763173,0.030657505032798262,0.0228
200.03781199203945,7.990067035711011,0.0236
200.00068841189199,13.934593355996162,0.0258
208.24572192148597,-85.87553603014695,0.1082
207.96709857723994,-79.16599673780979,0.1384
208.0304136925698,-70.75342817661718,0.3409
207.9760941520749,-63.766255417273,1.9531
207.98414390596378,-56.388987488785915,0.5534
208.03316834444425,-47.63880692331715,0.1288
207.97304732925707,-39.91451905650901,0.0811
208.04542670549097,-31.834724906989546,0.0559
208.07205315582874,-23.9967217853553,0.0736
208.02401482313294,-16.03547000994569,0.0804
208.0611806161019,-7.89506964965469,0.0367
208.07888607464855,-0.13573797841595578,0.0379
208.0332893936553,7.960395259865024,0.0217
207.95184393031388,13.923989014378986,0.0251
216.63527351247689,-85.48591515993512,0.0969
216.39627429533158,-79.40542995724763,0.1458
215.2618777174171,-70.68123881331341,0.3081
216.01414314537115,-63.92276059242723,1.3109
216.46365458746538,-56.496058908100366,1.0141
215.82289624760335,-47.22930229991554,0.1458
215.94521568138614,-39.9450211996497,0.1268
215.897340804389,-31.921034830477765,0.0777
215.91234486918967,-24.04876795632851,0.0873
215.96159198820487,-16.038266176189254,0.0689
215.95529205701507,-7.882198040544186,0.0443
215.93493536749403,-0.022973743334867822,0.0332
216.01705060753622,8.004957224146807,0.0245
215.95539259788475,13.92550912248649,0.0205
224.35813439526447,-86.01696435608845,0.0887
223.8390623227344,-79.3876436938282,0.1233
224.7641357121031,-70.46271523912158,0.1443
224.00062086230082,-63.287622116745204,1.0532
224.08451115637465,-56.23370588681208,1.4968
223.80184079707638,-46.78797637157338,0.1941
224.03795538443305,-39.92386723694719,0.1077
224.02606511784634,-31.955896611734296,0.1465
223.97747794789314,-23.93090529948718,0.1325
224.0355681672119,-15.993122668360883,0.1215
223.9962644111284,-8.018588897239871,0.1036
224.00814435894125,-0.03592126544082874,0.0494
224.01866921489238,7.956434783125974,0.0286
223.92994337989754,13.977910138541619,0.0333
232.74080028377648,-85.97644896819243,0.0944
232.44701332191667,-79.76522820062098,0.1679
231.81840759209345,-69.97007386753582,0.1058
232.0457706399806,-63.834398150359924,0.3188
232.11779489792303,-56.19407752423967,10.5178
231.9958147415656,-47.76677240694633,0.3943
231.08421835512803,-39.6304986698102,0.1722
231.35269059376776,-31.87966233669363,0.214
232.02808403917948,-23.967656189205858,0.1311
232.03681726980827,-16.04931911029958,0.1236
231.97188820861965,-8.006245590082383,0.1172
232.04671172573603,0.004929035158221916,0.0688
232.02029041869767,7.98476058682924,0.0406
232.01061427968082,13.94905055485505,0.0519
239.74562332087473,-86.0475421153615,0.0942
239.49852276310574,-79.33443202210313,0.1758
239.84113112756856,-70.06627774548983,0.1496
240.02514944440725,-63.795092165031,0.1947
239.97137323683057,-55.830685569355474,1.3352
240.83707934676127,-47.8562262534933,1.4955
240.51404407604934,-40.41894564393962,0.5652
239.94307161374695,-31.916163709679918,0.1899
238.93565512865777,-23.773935530884916,0.1741
239.01604720431322,-15.7700937719842,0.2375
239.1671967745006,-7.916729034344733,0.1863
240.0676513150359,-0.0420145118289284,0.1227
240.03794936443293,8.051539858330978,0.0416
240.06965476257557,13.952840150020018,0.0506
248.5502280912851,-85.63963040051848,0.1096
248.15837843133906,-79.34503563710875,0.1533
248.0515134865249,-70.07423870230991,0.1004
247.9260421943156,-63.84766872524693,0.1439
247.99158404943796,-55.979758148515096,0.3546
248.08073271892476,-47.83087749326205,12.1749
248.1550971342601,-40.06026396395716,1.5542
248.66551525012338,-31.9191271133908,0.3458
248.86014689576677,-24.251827041622374,2.1628
248.16947476355742,-16.23471708332156,0.6182
247.95462805522035,-8.150153065853347,0.24
247.98457774970845,0.4072424901781362,0.0936
248.12565271423577,7.9237967857853695,0.0781
248.03428656297862,13.921529773145568,0.052
255.87047744221078,-86.02173852126083,0.111
256.0664653179573,-79.52810665192861,0.1714
255.92789465832925,-70.1640259583612,0.0964
255.98252394803237,-63.8015854436231,0.1319
256.0151483267897,-55.90368821016379,0.1985
255.95168727004028,-47.806351156644716,1.2805
255.96570225557613,-39.932385862031346,6.929
256.01735924291717,-31.93452580355132,0.4772
255.99040202129618,-23.99991164609066,0.2911
256.2855778886201,-16.697278692391816,0.4262
256.0355531263325,-7.91221400583791,0.897
255.82136369214737,1.0836068823963718,0.1493
256.01602353912654,7.874200779120854,0.0899
256.09361355558065,13.938919110209179,0.1042
264.3972741619986,-85.77016345766832,0.1369
264.03001473425235,-79.34592380598498,0.1563
264.0105196361406,-70.06484538098267,0.0556
263.95206810550894,-63.816022967179,0.0677
264.10253973364615,-55.89206640924741,0.121
264.0589758244577,-47.97024877318217,0.3097
264.0437338468136,-39.929501379481216,1.1141
264.003062111378,-31.937120865349794,22.5302
264.02680601453096,-23.99957981506035,1.1923
263.97453441006724,-15.947380247461618,0.4739
264.1945480910754,-8.274634426007136,0.7385
263.5074438538902,1.0103162097023868,0.2942
263.9919264694024,8.021810594361746,0.167
264.00338611786975,13.927558231119477,0.1094
272.77979817754516,-86.3690803391528,0.162
271.55826496129663,-79.57404000863724,0.1633
272.0670731806412,-70.06478097978275,0.123
271.97110487392655,-63.72345291238188,0.0692
272.01880542139895,-55.87656503324736,0.1255
272.0035899941745,-47.85712824231456,0.1256
272.0633073195813,-39.868659722947086,0.202
270.8463135429945,-30.91942589445838,0.9097
272.05269684491225,-23.99530755634155,3.905
272.04383819771584,-16.06128618201799,2.0196
272.51633243482235,-8.214129579115278,1.2796
272.61771049246124,-0.4506334174191962,0.7553
271.3144521995833,8.911998984021636,0.1842
271.9299933815989,14.016941384417,0.1214
279.5850359230802,-85.7975058858814,0.1523
280.11992015885284,-79.41755116355633,0.1249
280.07604710990387,-69.90998787782394,0.0714
279.90424054013243,-63.686231178430674,0.0959
279.91790836147516,-55.87589214889658,0.0914
279.90929906637706,-47.73111665948971,0.0576
279.9016348641991,-40.05199584352383,0.0909
280.07990960670264,-31.946291125616796,0.1535
280.04691707160606,-23.934003032239413,0.335
280.08568721530355,-16.055707967604878,0.5797
279.9872919981152,-7.915293480885828,3.6573
279.78122652852613,-0.8241815942001505,2.2032
280.036219160207,7.839812154063717,0.4855
279.9502218309742,13.976379641597196,0.7124
287.9511805253816,-86.51010449583106,0.185
288.3288781419975,-79.34328062665632,0.2401
287.96453477115466,-70.03622717303877,0.0578
288.02806579633756,-63.69477778787429,0.0429
288.0216845243264,-55.75243779181651,0.0841
287.9694123470711,-47.83520967059072,0.0833
287.99543060737875,-39.93114945405521,0.1049
288.07345692134226,-31.91327578467509,0.1069
288.29591991289675,-23.622020134918042,0.1448
288.3757501209619,-16.51192141345808,0.1249
287.1520642916713,-8.360037943042704,0.3036
287.89361974492925,-0.2710563467835778,0.6494
287.9379331451154,7.8884758718752455,5.2005
287.9669632700885,13.942994024641111,1.8934
295.50876685842934,-86.34238960607651,0.1558
296.13760434365093,-79.91165577631888,0.2518
295.9415404797218,-69.95883413496544,0.1262
296.08347436184386,-63.73906997753268,0.0783
296.0321613188657,-55.85990766992766,0.0462
296.0296733499319,-47.866525624169675,0.0485
295.95902231336714,-39.88302312588661,0.098
295.9529319696889,-31.9538251454313,0.2068
295.81380613105654,-23.7567182101755,0.1085
295.75456381344753,-16.218460607359802,0.159
296.87816235632164,-8.490774097758486,0.2128
297.1168004247895,-0.12804378855537996,0.2441
295.58021842532685,8.111832129836515,0.4936
295.8730908780198,13.876626687283267,0.3343
304.2105804803472,-86.20645791430394,0.144
303.76775913607815,-79.52841623988513,0.2441
304.2350183234015,-70.27751553502203,0.0451
304.0374479926392,-63.82342513947828,0.0487
303.92648790355054,-55.86755287417241,0.0466
304.0596131417092,-47.90562885961127,0.046
303.99721394828236,-39.9032924549772,0.0537
304.0302862860171,-31.904904861832648,0.1332
304.0330443861801,-23.954046665741096,0.115
304.0032860463924,-15.971575745212245,0.0736
303.9767327243508,-7.9945492971169125,0.0601
303.9825944810162,-0.10535949653574762,0.1091
300.5783594545796,11.06332030928059,0.1435
300.53958390499105,13.891433679919896,0.2059
311.80346424744926,-85.81445891781281,0.1819
312.3859429969846,-79.84828680862773,0.2105
311.9134672567223,-70.52968202451102,0.059
311.96912115864285,-63.75523797275664,0.0457
312.02241010155376,-55.83872954089426,0.0534
312.0190824454023,-47.81333099863363,0.0289
311.9730808029705,-39.81328330683413,0.0426
311.985395150746,-32.01895494627961,0.0575
311.9740686219145,-23.99095803763174,0.0586
311.99376140779555,-15.983573676130042,0.0597
312.0330203144374,-8.037277953870499,0.083
312.02533981968406,-0.11026592857140681,0.0926
313.56151338383853,4.07242242764691,0.0899
320.6053814559489,-86.31723084626344,0.1481
320.2287309752863,-79.99425240610329,0.1881
319.99192983344034,-70.9134108391339,0.041
319.97755638485165,-63.842087512858626,0.0302
320.0188809742216,-55.81686418120257,0.0989
320.02976715510056,-47.84957262389979,0.0404
319.9144400578827,-39.90831691726013,0.0479
320.01483676656534,-31.931421786169942,0.1446
319.9442020319214,-23.943326723046848,0.0551
319.9999220803852,-15.940406964104147,0.0887
320.0613703294254,-7.989334865543711,0.2151
320.0314406254111,-0.027300555451874778,0.0657
320.1266307840012,4.587168015930143,0.1195
328.42467059506566,-86.057793670746,0.1398
327.8309447019418,-79.62002150754148,0.1376
327.9538973820401,-70.88855296251597,0.0284
328.03066999102657,-63.861303196361504,0.0299
328.0120262495804,-55.855448591671966,0.0215
328.00794653592175,-47.898370550148854,0.0253
328.0580819389001,-39.94679893046944,0.0237
328.0284404277357,-31.956567217750234,0.0251
327.9076048757011,-23.94315770735335,0.0461
327.9836326893668,-16.019686326598435,0.0557
328.01705956144133,-7.979847581392055,0.0408
327.95020341223994,-0.12143772574284706,0.1271
324.97915261941995,4.661128491041149,0.0922
334.9443061566454,-85.73581288114545,0.1303
336.0071269428805,-79.58768230948937,0.108
336.32472702438344,-71.32195673786543,0.026
336.0176766557232,-63.7771098429324,0.022
335.9900607497073,-55.82734142653196,0.017
336.0016158336121,-47.81764678507517,0.0107
336.09655229715963,-39.900934931393955,0.0155
336.0308772089515,-31.963123662125355,0.0148
335.9980560432959,-23.976133261797266,0.0319
335.96565016835723,-15.92983056095166,0.0344
336.0075306584163,-7.974920087679179,0.056
335.94951644703735,-0.1498771166586821,0.0754
333.3118548159158,4.038990755406611,0.0545
343.8110605181879,-86.31956727874076,0.1384
344.0239457317561,-79.8379498342068,0.0951
344.082877077643,-71.46625821809347,0.0296
343.92829941093686,-63.770164946510576,0.0252
344.0182700280371,-55.84058517364828,0.0145
344.0171178616486,-47.80792798816006,0.009
344.03002300285397,-39.99436396999532,0.0123
344.05383804722726,-32.05616515200448,0.0214
344.00812747489,-23.986840849964576,0.0299
343.9902763978132,-15.96525097357706,0.0366
