ra,dec,ebv_sfd
344.00519672253887,-8.025297798519215,0.0392
343.95358668901326,-0.0884082568002362,0.0694
346.7836553102991,5.195200778750989,0.064
352.3028537848182,-86.71572679436696,0.1241
352.5072760491488,-78.37957195854405,0.0777
352.19962667137696,-71.64976406754792,0.0288
352.0788572587753,-63.88143057961556,0.026
352.03491018585214,-55.873002940029515,0.0131
351.9484679897267,-47.722894690969966,0.0111
351.9259187636099,-39.86127121507576,0.0171
351.9638033058093,-32.05366480398773,0.0153
352.0602550055324,-24.027636386947837,0.0253
351.93957227460595,-15.946767953258847,0.0256
352.0120157863382,-7.991034017277667,0.0285
352.00467122078174,-0.09383580340619503,0.0346
352.4303489444247,6.554534515104011,0.0754
357.9418812389765,-85.6939841733747,0.1138
358.40077367437283,-78.08285210591401,0.0617
358.06516337369357,-71.92601680355351,0.0702
357.999768559849,-63.934684679563134,0.0198
358.0272909804555,-55.86586162114872,0.0114
357.97795485277817,-47.86140308942763,0.0095
358.01069695340306,-39.915277035081026,0.0133
357.99622082293973,-32.036902194998895,0.0121
358.0409984310457,-23.92988840816338,0.0225
357.97603245373494,-15.927142591271311,0.0293
357.98244966492194,-7.93629455795089,0.0426
358.02097336459997,-0.07585966117996003,0.0365
358.1035443435968,7.721074429063182,0.0672
